Unnamed: 0,Unnamed: 0.1,log_messages,len,valid_messages,label
347,347,timeout from freedns api at,8,True,0.0
348,348,the pianobar client is not configured to log in,9,True,0.0
349,349,please update your hue bridge to support groups,8,True,0.0
351,351,platform already setup onskipping,8,True,0.0
352,352,sighthound unable to process image bad data,7,True,0.0
353,353,is not a whitelisted directory,8,True,0.0
354,354,hostalready registered,7,True,0.0
355,355,portalready registered,7,True,0.0
357,357,wilightdisconnected,5,True,0.0
358,358,wilightreconnect,5,True,0.0
359,359,sourcenot found for,10,True,0.0
360,360,lg webos tvneeds to be paired,10,True,0.0
361,361,connected to lg webos tvbut not paired,11,True,0.0
362,362,modbus read failed,3,True,0.0
363,363,exception trying to connect to panel,9,True,0.0
364,364,exception trying to update panel,8,True,0.0
365,365,konnected entity not yet setup returning default,7,True,1.0
366,366,got sensors for unknown device mac,9,True,0.0
367,367,invalid response from eliq online api,6,True,0.0
368,368,could not connect to the eliq online api,11,True,0.0
369,369,timeout trying to set webhook retry,7,True,0.0
370,370,access denied from,6,True,0.0
371,371,status coderetryloading,13,True,0.0
372,372,are not secure to load data from,10,True,0.0
373,373,cant load data no data found in params,9,True,0.0
374,374,received no status from cmus,5,True,0.0
375,375,strunable to connect,9,True,0.0
376,376,could not fetch cameras from agent server,7,True,0.0
377,377,transition clipped to 127 minutes for,9,True,0.0
378,378,currencyis not available using usd,9,True,0.0
379,379,could not connect to doods server,9,True,0.0
380,380,pioneerrefused connection,6,True,0.0
383,383,tts request timed out,4,True,0.0
384,384,no pipe control available for,8,True,0.0
386,386,while calculating derivative,6,True,0.0
387,387,unable to update ombi sensor,8,True,0.0
388,388,unable to setup ombi,7,True,0.0
390,390,failed to contact server,7,True,0.0
391,391,unhandled arming state,6,True,0.0
392,392,received old measurement not storing it,6,True,0.0
393,393,found duplicate device name,7,True,0.0
394,394,ignoring encrypted payload because libsodium not installed,7,True,0.0
395,395,ignoring encrypted payload because no decryption key known,8,True,0.0
396,396,ignoring encrypted payload because unable to decrypt,7,True,0.0
397,397,received invalid json from mobile app device,9,True,0.0
398,398,state is noterical,4,True,0.0
399,399,erroron,6,True,0.0
400,400,unknown zone type skipped,7,True,0.0
401,401,setup failed check your configuration message is,10,True,0.0
402,402,update failed message is,7,True,0.0
403,403,no route to mystrom bulb,8,True,0.0
404,404,no route to mystrom bulb,5,True,0.0
405,405,mystrom bulb not online,4,True,0.0
408,408,ignoring encrypted payload because nacl not installed,7,True,0.0
410,410,received invalid json from owntracks,5,True,0.0
411,411,unknown fan mode,4,True,0.0
412,412,strnot found,8,True,0.0
413,413,ignoring update because timestamp is missing,9,True,0.0
414,414,no zones found on nx584,5,True,0.0
416,416,failed to open image,4,True,0.0
417,417,image is of unsupported type,8,True,0.0
418,418,legacy configuration format detected,4,True,0.0
419,419,ps4 could not be reached,5,True,0.0
420,420,could not start titleis not in source list,12,True,0.0
421,421,received invalid data from toon webhook,9,True,0.0
424,424,slide api returned 0 slides,5,True,0.0
425,425,monitored conditionis deprecated,7,True,0.0
426,426,can not get menu store may be closed,8,True,0.0
428,428,got unknown colorfalling back to white,10,True,0.0
429,429,error discovering zerproc lights,4,True,0.0
430,430,unable to connect to,7,True,0.0
432,432,webhook call without post parameter,8,True,0.0
433,433,invalid temp valuefor,10,True,0.0
434,434,connection tolost,9,True,0.0
435,435,could not connect to knx interface,9,True,0.0
436,436,invalid response from wsdot api,5,True,0.0
437,437,catching up droppedold events,6,True,0.0
439,439,unsupported media type,5,True,0.0
440,440,wrong username and or password,5,True,0.0
441,441,unable to create suez client,5,True,0.0
442,442,unable to fetch data,4,True,0.0
444,444,missing url or local path for picture1,6,True,0.0
445,445,is a not supported mimetype for images,10,True,0.0
446,446,url not found in param,5,True,0.0
447,447,local path not found in params,6,True,0.0
448,448,failed to connect to sensibo servers,6,True,0.0
449,449,failed to get new state,5,True,0.0
450,450,lifx no longer works with light platform configuration,8,True,0.0
451,451,stationis not a valid station,9,True,0.0
452,452,login failed,2,True,0.0
453,453,error getting initial data forstr,11,True,0.0
454,454,could not set failsafe mode,8,True,0.0
455,455,energy value is not correct,8,True,0.0
456,456,current value is not correct,8,True,0.0
457,457,empty response for command,7,True,0.0
458,458,invalid bucket and or keystr,11,True,0.0
459,459,image not found,6,True,0.0
460,460,channel not found for id,9,True,0.0
461,461,communication error,5,True,0.0
462,462,got exception while fetching the state,9,True,0.0
463,463,loading ipma via platform config is deprecated,7,True,0.0
464,464,could not update weather observation,5,True,0.0
465,465,could not update weather forecast,5,True,0.0
466,466,unhandled key press for,10,True,0.0
467,467,streaming process ended unexpectedly pid,6,True,0.0
468,468,the local portis in use,9,True,0.0
469,469,unidentified device type methods,5,True,0.0
470,470,failed request,2,True,0.0
471,471,lostwill attempt to reconnect,8,True,0.0
472,472,while processing state changes,7,True,0.0
473,473,can not read cpu processor temperature information,7,True,0.0
474,474,write command failed,6,True,0.0
477,477,couldnt fetch robot information of,9,True,0.0
478,478,bad sample from sensor sht31,5,True,0.0
479,479,unexpected value for homeconnect door state,9,True,0.0
480,480,appliance typenot implemented,7,True,0.0
482,482,could not contact the router,8,True,0.0
484,484,didnt give any sensors results,9,True,0.0
485,485,loading met no via platform config is deprecated,8,True,0.0
486,486,no data from update,4,True,0.0
488,488,could not update zone,5,True,0.0
490,490,warning message,2,True,1.0
491,491,error in chown apachestr,10,True,0.0
492,492,invaliddate,8,True,0.0
493,493,track is not playable,7,True,0.0
494,494,could not importstr,9,True,0.0
495,505,omp num threads is no longer used by the default keras config,10,True,0.0
496,506,skipped saving model json subclassed model does not have,9,True,1.0
497,507,skipped evaluation since eval fn is not passed in,8,True,0.0
498,508,in a clustercoordinator creating an infinite closure queue can,9,True,0.0
499,509,only collections withing type keys will be,8,True,0.0
500,510,unsupported operations found,8,True,0.0
501,511,partitioned variables are not supported on tpu got,8,True,0.0
502,512,cross replica sum should be used within a tpu shard context but,8,True,0.0
503,513,str,6,True,1.0
504,514,checkpoint ignored,5,True,0.0
507,517,error,7,True,0.0
508,518,keyboard interrupt exit,2,True,0.0
509,519,received duplicate tribler core started event,6,True,0.0
510,520,normalize total probability is zero,5,True,0.0
511,521,cdf cant pass ps without also passing xs,9,True,0.0
512,522,cdf ps cant be aing,7,True,0.0
513,523,missed positive min dist,10,True,0.0
514,524,timed out waiting for hello message from client,8,True,0.0
515,525,kill may leave the underlying app running in in process mode,11,True,0.0
516,526,error pulling population data,7,True,0.0
517,527,a deprecated monitor section exists in the glances configuration file,29,True,0.0
518,528,missing python lib can not load amp,13,True,0.0
519,529,can not load amp,10,True,0.0
520,530,no configuration file available can not load password list,9,True,0.0
521,531,nosection in the configuration file can not load password list,14,True,0.0
522,532,psutil can not grab processes io counters,9,True,0.0
523,533,psutil can not grab processes gids,9,True,0.0
524,534,nosection in the configuration file can not load server list,14,True,0.0
525,535,amp can not find configuration key in section the amp will be disabled,22,True,0.0
526,536,sparklines module not found,7,True,0.0
527,537,utf 8 is mandatory for sparklines,9,True,0.0
528,538,error initializing terminal color,7,True,0.0
529,539,update and export time higher than refresh time,7,True,0.0
530,540,missing python lib wifi plugin is disabled,10,True,0.0
531,541,wifi lib is not compliant with python 3 wifi plugin is disabled,12,True,0.0
532,542,missing python lib quicklook plugin will not display cpu info,13,True,0.0
533,543,missing python lib raid plugin is disabled,10,True,0.0
534,544,missing python lib hdd smart plugin is disabled,11,True,0.0
535,545,missing python lib nvidia gpu plugin is disabled,11,True,0.0
536,546,missing python lib ports plugin is limited to port scanning,13,True,0.0
537,547,missing python lib ip plugin is disabled,10,True,0.0
538,548,missing python lib cloud plugin is disabled,10,True,0.0
539,549,twister2 local mode currently only supports single worker,8,True,0.0
540,550,watchman warning,5,True,0.0
541,551,unable to watch directoryas neither it or its parent exist,14,True,0.0
543,553,could not open baseline report,8,True,0.0
544,554,get favicon ico 404 242,5,True,1.0
545,555,password was rejected for admin site,6,True,0.0
546,556,ssl connection is closed,4,True,0.0
547,557,could not cache key,7,True,0.0
548,558,timeout cant be used in the current context,9,True,0.0
549,560,got an errorvalidating table,11,True,0.0
550,561,error removing directory,6,True,0.0
551,562,cdrom discid library not found lookup cd functionality disabled,9,True,0.0
552,563,no cache set refusing to compute,6,True,0.0
553,564,failed first attempt to get latest segment,7,True,0.0
554,565,failed 2nd attempt to get latest segment,7,True,0.0
555,566,invalid rating value in,10,True,0.0
556,567,can not inspect module,7,True,0.0
557,568,invalid task id provided to option list,10,True,0.0
558,569,invalid task id provided to option get,10,True,0.0
559,570,invalid task id provided to option set,10,True,0.0
560,571,invalid json options provided to option set,9,True,0.0
561,572,invalid task id provided to scan start,10,True,0.0
562,573,invalid json options provided to scan start,9,True,0.0
563,574,invalid task id provided to scan stop,10,True,0.0
564,575,invalid task id provided to scan kill,10,True,0.0
565,576,invalid task id provided to scan status,10,True,0.0
566,577,invalid task id provided to scan data,10,True,0.0
567,578,invalid task id provided to scan log limited,10,True,0.0
568,579,invalid start or end value provided to scan log limited,11,True,0.0
569,580,invalid task id provided to scan log,10,True,0.0
570,581,invalid task id provided to download,10,True,0.0
571,582,forbidden path,8,True,0.0
572,583,file does not exist,10,True,0.0
573,584,parsed dbms error message,7,True,0.0
574,585,could not set the file attributes of,10,True,0.0
575,586,arrays t a t b are equal which implies a self join,10,True,0.0
576,587,could not call replay client command since master was not initialized yet,12,True,0.0
577,588,could not find can not freeze anything,10,True,0.0
578,589,unsupported content type,6,True,0.0
579,590,welcome to pyload,6,True,0.0
580,591,can not remove,9,True,0.0
581,592,vm timeout kill pid,7,True,0.0
582,593,functionreturns an invalid response type for an http request,16,True,0.0
583,594,fieldunknown parameter if this is an actual,17,True,0.0
584,595,in model field overriding existing value,12,True,0.0
585,596,model attribute constraints is no longer supported,8,True,0.0
586,597,read with unknown field,10,True,0.0
587,598,fieldis deprecated,9,True,0.0
589,600,creating recordin module,10,True,0.0
590,601,model can not be sorted on field not a column,16,True,0.0
591,602,deprecated use of sudo user use with user user instead,9,True,0.0
592,603,deprecated methodin module,13,True,0.0
593,604,could not startshell,7,True,0.0
594,605,modulemodule not found,7,True,0.0
595,606,modulenot installable skipped,7,True,0.0
596,607,server memory limitreached,7,True,0.0
597,608,the domain termshould use the or operator,11,True,0.0
598,609,the domain termshould use the in or not in operator,14,True,0.0
599,610,unexpected domaininterpreted as false,8,True,0.0
601,612,call to deprecated method load lang use create lang or activate lang instead,12,True,0.0
602,613,you need https rtlcss com to convert css file to right to left compatiblity use npm install g rtlcss,19,True,1.0
603,614,please install astor to display the code profiling,8,True,0.0
604,615,wkhtmltopdf,4,True,0.0
605,616,deprecated call to decimal precision get precision application use digits application instead,10,True,0.0
606,617,the2words python library is not installed amount to text features wont be fully available,16,True,0.0
607,618,the compute method is deprecated use convert instead,10,True,0.0
608,619,the compute method is deprecated use convert instead,9,True,0.0
609,620,could not find view arch definition in filefor xmlid,16,True,0.0
610,621,viewfull pathcan not be found,13,True,0.0
611,622,the modelcould not be dropped because it did not exist in the registry,17,True,0.0
612,623,deny access to moduleonto useridvia,25,True,0.0
613,624,docutils system message present,7,True,0.0
614,625,distributionnotfound,4,True,1.0
615,626,versionconflict,4,True,1.0
616,627,get distributionfailed,8,True,0.0
617,628,moduledescription is empty,7,True,0.0
618,629,the method company default get on res company is deprecated and shouldnt be used anymore,15,True,0.0
619,630,strmust be a ir ui view model,13,True,0.0
620,631,skipping databaseas its base version is not,14,True,0.0
621,632,skipping databasebecause of modules to install upgrade remove,12,True,0.0
622,633,tried to poll an undefined table on database,11,True,0.0
623,634,parsererror obtained when sanitizing src exc info true,10,True,0.0
624,635,unknown error obtained when sanitizing src exc info true,11,True,0.0
625,636,cache lookup error on,7,True,0.0
626,637,reportproduced a,6,True,0.0
627,638,can not resolve the view arch and locate the buttons,10,True,0.0
628,639,invalid xml,5,True,0.0
629,640,unable to find objects with id,11,True,0.0
630,641,skipping deletion for failed search,8,True,0.0
631,642,skipping deletion for missing xml id,10,True,0.0
632,643,is not a testcase,7,True,0.0
633,644,websocket client module is not installed,6,True,0.0
634,645,couldnt capture screenshot expected image data got,11,True,0.0
635,646,httpcase test should be in post install only,7,True,0.0
636,647,can not load geoip,7,True,0.0
637,648,403 forbidden,7,True,0.0
638,649,400 bad request,8,True,0.0
639,650,alipay payment refunded to user and closed the transaction,9,True,0.0
640,651,alipay unrecognized alipay answer receivedinstead of trade finished trade success and trade closed,14,True,0.0
641,652,the usertried to create a variant for the non dynamic product,18,True,0.0
642,653,the usertried to create an invalid variant for the product,17,True,0.0
643,654,processed tx with abnormal state reftarget stateprevious stateexpected previous states,25,True,0.0
644,659,invalid callback signature for transaction,6,True,0.0
645,660,did not found recordfor callback of transaction,15,True,0.0
646,661,download of image for new company failed error,14,True,0.0
647,662,no email template found for sending email to the portal user,11,True,0.0
648,663,unsupported search on website publishedstr,10,True,0.0
649,664,could not find view object with xml id,10,True,0.0
650,665,google search console not enable,5,True,0.0
651,666,google search consolenot recognize,8,True,0.0
652,667,paypal error processing pdt response,8,True,0.0
653,668,received notification for unknown payment reference,6,True,0.0
654,669,paypal answered invalid fail on data verification,7,True,0.0
655,670,paypal unrecognized paypal answer receivedinstead of verified success or invalid fail validation,19,True,0.0
656,671,vobject python module not found ical file generation disabled consider installing this module if you want to generate ical files,20,True,0.0
657,672,could not sync record now,8,True,0.0
658,673,could not format ldap filter your filter should contain one,10,True,0.0
659,674,message notify called without recipient ids skipping,6,True,0.0
660,675,qweb templatenot found when sending notification emails sending without layouting,14,True,0.0
661,676,scheduled deadline should be a date got,10,True,0.0
662,677,jinja2 not available templating features will not work,8,True,0.0
663,678,qweb templatenot found when rendering encapsulation template,11,True,0.0
664,679,impossible to create an attachment out of badly formated base64 embedded image image has been removed,16,True,0.0
665,680,template mail mail channel notify moderation was not found can not send reminder notifications,11,True,0.0
666,681,view mail mail channel send guidelines was not found,6,True,0.0
667,682,qweb templatenot found when sending templatesending without layouting,16,True,0.0
668,683,invalid token in route,7,True,0.0
669,684,an error occured while writing the formula on the google spreadsheet,11,True,0.0
670,685,for transaction idfailed,9,True,0.0
671,686,a finding needs to be both active and verified to be pushed to jira,17,True,0.0
672,687,checkmarx scan more than one path found,7,True,0.0
673,688,stripe sca customer conversion there should be a single saved source per customer,13,True,0.0
674,689,exception at,5,True,0.0
675,690,could not find view object with view id,10,True,0.0
676,691,http error the credentials might be absent for urlfalling back,14,True,0.0
677,692,no pad found with url,8,True,0.0
679,694,unsupported export of group operatorfor fieldon model,17,True,0.0
680,695,rating is deprecated use rate instead,6,True,0.0
682,697,using cpu note this module is much faster with a gpu,11,True,0.0
683,698,sips data are corrupted,4,True,0.0
684,699,sips received empty notification skip,5,True,0.0
685,700,esc pos device disconnected,7,True,0.0
688,703,failed to read filetransient idusing guessed mimetype,17,True,0.0
689,704,failed to read filetransient idusing user provided mimetype,18,True,0.0
690,705,failed to read filetransient idusing file extension,16,True,0.0
691,706,qweb templatenot found when sending survey mails sending without layouting,14,True,0.0
692,707,odoo server not set,4,True,0.0
693,708,authorize trying to validate an already validated tx ref,12,True,0.0
695,710,templatecould not be foundnot notified,13,True,0.0
696,711,the vobject python module is not installed so ical file generation is unavailable please install the vobject python module,19,True,0.0
697,712,trial captcha verification for ip addressfailed with score,13,True,0.0
